"","EMD_CD","EMD_ENG_NM","EMD_KOR_NM","id"
"511","2614010300","Dongdaesin-dong 3(sam)-ga","동대신동3가",511
"512","2614010400","Seodaesin-dong 1(il)-ga","서대신동1가",512
"513","2614010500","Seodaesin-dong 2(i)-ga","서대신동2가",513
"514","2614010600","Seodaesin-dong 3(sam)-ga","서대신동3가",514
"515","2614010700","Buyong-dong 1(il)-ga","부용동1가",515
"516","2614010800","Buyong-dong 2(i)-ga","부용동2가",516
"517","2614010900","Bumin-dong 1(il)-ga","부민동1가",517
"518","2614011000","Bumin-dong 2(i)-ga","부민동2가",518
"519","2614011100","Bumin-dong 3(sam)-ga","부민동3가",519
"520","2614011200","Toseong-dong 1(il)-ga","토성동1가",520
"521","2614011300","Toseong-dong 2(i)-ga","토성동2가",521
"522","2614011400","Toseong-dong 3(sam)-ga","토성동3가",522
"523","2614011500","Ami-dong 1(il)-ga","아미동1가",523
"524","2614011600","Ami-dong 2(i)-ga","아미동2가",524
"525","2614011700","Toseong-dong 4(sa)-ga","토성동4가",525
"526","2614011800","Toseong-dong 5(o)-ga","토성동5가",526
"527","2614011900","Chojang-dong","초장동",527
"528","2614012000","Chungmu-dong 1(il)-ga","충무동1가",528
"529","2614012100","Chungmu-dong 2(i)-ga","충무동2가",529
"530","2614012200","Chungmu-dong 3(sam)-ga","충무동3가",530
"531","2614012300","Nambumin-dong","남부민동",531
"532","2614012400","Amnam-dong","암남동",532
"533","2617010100","Choryang-dong","초량동",533
"534","2617010200","Sujeong-dong","수정동",534
"535","2617010300","Jwacheon-dong","좌천동",535
"536","2617010400","Beomil-dong","범일동",536
"537","2620010100","Daegyo-dong 1(il)-ga","대교동1가",537
"538","2620010200","Daegyo-dong 2(i)-ga","대교동2가",538
"539","2620010300","Daepyeong-dong 1(il)-ga","대평동1가",539
"540","2620010400","Daepyeong-dong 2(i)-ga","대평동2가",540
"541","2620010500","Namhang-dong 1(il)-ga","남항동1가",541
"542","2620010600","Namhang-dong 2(i)-ga","남항동2가",542
"543","2620010700","Namhang-dong 3(sam)-ga","남항동3가",543
"544","2620010800","Yeongseon-dong 1(il)-ga","영선동1가",544
"545","2620010900","Yeongseon-dong 2(i)-ga","영선동2가",545
"546","2620011000","Yeongseon-dong 3(sam)-ga","영선동3가",546
"547","2620011100","Yeongseon-dong 4(sa)-ga","영선동4가",547
"548","2620011200","Sinseon-dong 1(il)-ga","신선동1가",548
"549","2620011300","Sinseon-dong 2(i)-ga","신선동2가",549
"550","2620011400","Sinseon-dong 3(sam)-ga","신선동3가",550
"551","2620011500","Bongnae-dong 1(il)-ga","봉래동1가",551
"552","2620011600","Bongnae-dong 2(i)-ga","봉래동2가",552
"553","2620011700","Bongnae-dong 3(sam)-ga","봉래동3가",553
"554","2620011800","Bongnae-dong 4(sa)-ga","봉래동4가",554
"555","2620011900","Bongnae-dong 5(o)-ga","봉래동5가",555
"556","2620012000","Cheonghak-dong","청학동",556
"557","2620012100","Dongsam-dong","동삼동",557
"558","2623010100","Yangjeong-dong","양정동",558
"559","2623010200","Jeonpo-dong","전포동",559
"560","2623010300","Bujeon-dong","부전동",560
"561","2623010400","Beomcheon-dong","범천동",561
"562","2623010500","Beomjeon-dong","범전동",562
"563","2623010600","Yeonji-dong","연지동",563
"564","2623010700","Choeup-dong","초읍동",564
"565","2623010800","Buam-dong","부암동",565
"566","2623010900","Danggam-dong","당감동",566
"567","2623011000","Gaya-dong","가야동",567
"568","2623011100","Gaegeum-dong","개금동",568
"569","2626010100","Myeongjang-dong","명장동",569
"570","2626010200","Allak-dong","안락동",570
"571","2626010300","Chilsan-dong","칠산동",571
"572","2626010400","Nangmin-dong","낙민동",572
"573","2626010500","Bokcheon-dong","복천동",573
"574","2626010600","Suan-dong","수안동",574
"575","2626010700","Myeongnyun-dong","명륜동",575
"576","2626010800","Oncheon-dong","온천동",576
"577","2626010900","Sajik-dong","사직동",577
"578","2629010600","Daeyeon-dong","대연동",578
"579","2629010700","Yongho-dong","용호동",579
"580","2629010800","Yongdang-dong","용당동",580
"581","2629010900","Munhyeon-dong","문현동",581
"582","2629011000","Uam-dong","우암동",582
"583","2629011100","Gamman-dong","감만동",583
"584","2632010100","Geumgok-dong","금곡동",584
"585","2632010200","Hwamyeong-dong","화명동",585
"586","2632010300","Mandeok-dong","만덕동",586
"587","2632010400","Deokcheon-dong","덕천동",587
"588","2632010500","Gupo-dong","구포동",588
"589","2635010100","Bansong-dong","반송동",589
"590","2635010200","Seokdae-dong","석대동",590
"591","2635010300","Banyeo-dong","반여동",591
"592","2635010400","Jaesong-dong","재송동",592
"593","2635010500","U-dong","우동",593
"594","2635010600","Jung-dong","중동",594
"595","2635010700","Jwa-dong","좌동",595
"596","2635010800","Songjeong-dong","송정동",596
"597","2638010100","Goejeong-dong","괴정동",597
"598","2638010200","Dangni-dong","당리동",598
"599","2638010300","Hadan-dong","하단동",599
"600","2638010400","Sinpyeong-dong","신평동",600
"601","2638010500","Jangnim-dong","장림동",601
"602","2638010600","Dadae-dong","다대동",602
"603","2638010700","Gupyeong-dong","구평동",603
"604","2638010800","Gamcheon-dong","감천동",604
"605","2641010100","Dugu-dong","두구동",605
"606","2641010200","Nopo-dong","노포동",606
"607","2641010300","Cheongnyong-dong","청룡동",607
"608","2641010400","Namsan-dong","남산동",608
"609","2641010500","Seon-dong","선동",609
"610","2641010600","Oryun-dong","오륜동",610
"611","2641010700","Guseo-dong","구서동",611
"612","2641010800","Jangjeon-dong","장전동",612
"613","2641010900","Bugok-dong","부곡동",613
"614","2641011000","Seo-dong","서동",614
"615","2641011100","Geumsa-dong","금사동",615
"616","2641011200","Hoedong-dong","회동동",616
"617","2641011300","Geumseong-dong","금성동",617
"618","2644010100","Daejeo 1(il)-dong","대저1동",618
"619","2644010200","Daejeo 2(i)-dong","대저2동",619
"620","2644010300","Gangdong-dong","강동동",620
"621","2644010400","Myeongji-dong","명지동",621
"622","2644010500","Jungnim-dong","죽림동",622
"623","2644010600","Singman-dong","식만동",623
"624","2644010700","Jukdong-dong","죽동동",624
"625","2644010800","Bongnim-dong","봉림동",625
"626","2644010900","Songjeong-dong","송정동",626
"627","2644011000","Hwajeon-dong","화전동",627
"628","2644011100","Noksan-dong","녹산동",628
"629","2644011200","Saenggok-dong","생곡동",629
"630","2644011300","Gurang-dong","구랑동",630
"631","2644011400","Jisa-dong","지사동",631
"632","2644011500","Mieum-dong","미음동",632
"633","2644011600","Beombang-dong","범방동",633
"634","2644011700","Sinho-dong","신호동",634
"635","2644011800","Dongseon-dong","동선동",635
"636","2644011900","Seongbuk-dong","성북동",636
"637","2644012000","Nulcha-dong","눌차동",637
"638","2644012100","Cheonseong-dong","천성동",638
"639","2644012200","Daehang-dong","대항동",639
"640","2647010100","Geoje-dong","거제동",640
"641","2647010200","Yeonsan-dong","연산동",641
"642","2650010100","Mangmi-dong","망미동",642
"643","2650010200","Suyeong-dong","수영동",643
"644","2650010300","Millak-dong","민락동",644
"645","2650010400","Gwangan-dong","광안동",645
"646","2650010500","Namcheon-dong","남천동",646
"647","2653010100","Samnak-dong","삼락동",647
"648","2653010200","Mora-dong","모라동",648
"649","2653010300","Deokpo-dong","덕포동",649
"650","2653010400","Gwaebeop-dong","괘법동",650
"651","2653010500","Gamjeon-dong","감전동",651
"652","2653010600","Jurye-dong","주례동",652
"653","2653010700","Hakjang-dong","학장동",653
"654","2653010800","Eomgung-dong","엄궁동",654
"655","2671025000","Gijang-eup","기장읍",655
"656","2671025300","Jangan-eup","장안읍",656
"657","2671025600","Jeonggwan-eup","정관읍",657
"658","2671031000","Ilgwang-myeon","일광면",658
"659","2671033000","Cheolma-myeon","철마면",659
"660","2711010100","Dongin-dong 1(il)-ga","동인동1가",660
"661","2711010200","Dongin-dong 2(i)-ga","동인동2가",661
"662","2711010300","Dongin-dong 3(sam)-ga","동인동3가",662
"663","2711010400","Dongin-dong 4(sa)-ga","동인동4가",663
"664","2711010500","Samdeok-dong 1(il)-ga","삼덕동1가",664
"665","2711010600","Samdeok-dong 2(i)-ga","삼덕동2가",665
"666","2711010700","Samdeok-dong 3(sam)-ga","삼덕동3가",666
"667","2711010800","Bongsan-dong","봉산동",667
"668","2711010900","Janggwan-dong","장관동",668
"669","2711011000","Sangseo-dong","상서동",669
"670","2711011100","Su-dong","수동",670
"671","2711011200","Deoksan-dong","덕산동",671
"672","2711011300","Jongno 1(il)-ga","종로1가",672
"673","2711011400","Jongno 2(i)-ga","종로2가",673
"674","2711011500","Sail-dong","사일동",674
"675","2711011600","Dongil-dong","동일동",675
"676","2711011700","Namil-dong","남일동",676
"677","2711011800","Jeon-dong","전동",677
"678","2711011900","Dongseongno 3(sam)-ga","동성로3가",678
"679","2711012000","Dongmun-dong","동문동",679
"680","2711012100","Munhwa-dong","문화동",680
"681","2711012200","Gongpyeong-dong","공평동",681
"682","2711012300","Dongseongno 2(i)-ga","동성로2가",682
"683","2711012400","Taepyeongno 1(il)-ga","태평로1가",683
"684","2711012500","Gyo-dong","교동",684
"685","2711012600","Yongdeok-dong","용덕동",685
"686","2711012700","Sangdeok-dong","상덕동",686
"687","2711012800","Wanjeon-dong","완전동",687
"688","2711012900","Dowon-dong","도원동",688
"689","2711013000","Suchang-dong","수창동",689
"690","2711013100","Taepyeongno 3(sam)-ga","태평로3가",690
"691","2711013200","Ingyo-dong","인교동",691
"692","2711013300","Seoya-dong","서야동",692
"693","2711013400","Seoseongno 1(il)-ga","서성로1가",693
"694","2711013500","Sijangbungno","시장북로",694
"695","2711013600","Haseo-dong","하서동",695
"696","2711013700","Namseongno","남성로",696
"697","2711013800","Gyesan-dong 1(il)-ga","계산동1가",697
"698","2711013900","Gyesan-dong 2(i)-ga","계산동2가",698
"699","2711014000","Dongsan-dong","동산동",699
"700","2711014100","Seomunno 2(i)-ga","서문로2가",700
"701","2711014200","Seoseongno 2(i)-ga","서성로2가",701
"702","2711014300","Pojeong-dong","포정동",702
"703","2711014400","Seomunno 1(il)-ga","서문로1가",703
"704","2711014500","Seonae-dong","서내동",704
"705","2711014600","Bukseongno 2(i)-ga","북성로2가",705
"706","2711014700","Daean-dong","대안동",706
"707","2711014800","Dongseongno 1(il)-ga","동성로1가",707
"708","2711014900","Taepyeongno 2(i)-ga","태평로2가",708
"709","2711015000","Bukseongno 1(il)-ga","북성로1가",709
"710","2711015100","Hwajeon-dong","화전동",710
"711","2711015200","Hyangchon-dong","향촌동",711
"712","2711015300","Bungnae-dong","북내동",712
"713","2711015400","Daesin-dong","대신동",713
"714","2711015500","Dalseong-dong","달성동",714
"715","2711015600","Namsan-dong","남산동",715
"716","2711015700","Daebong-dong","대봉동",716
"717","2714010100","Sinam-dong","신암동",717
"718","2714010200","Sincheon-dong","신천동",718
"719","2714010300","Hyomok-dong","효목동",719
"720","2714010400","Pyeonggwang-dong","평광동",720
"721","2714010500","Bongmu-dong","봉무동",721
"722","2714010600","Bullo-dong","불로동",722
"723","2714010700","Do-dong","도동",723
"724","2714010800","Jijeo-dong","지저동",724
"725","2714010900","Ipseok-dong","입석동",725
"726","2714011000","Geomsa-dong","검사동",726
"727","2714011100","Bangchon-dong","방촌동",727
"728","2714011200","Dunsan-dong","둔산동",728
"729","2714011300","Bu-dong","부동",729
"730","2714011400","Sinpyeong-dong","신평동",730
"731","2714011500","Seoho-dong","서호동",731
"732","2714011600","Dongho-dong","동호동",732
"733","2714011700","Singi-dong","신기동",733
"734","2714011800","Yulha-dong","율하동",734
"735","2714011900","Yonggye-dong","용계동",735
"736","2714012000","Yuram-dong","율암동",736
"737","2714012100","Sangmae-dong","상매동",737
"738","2714012200","Maeyeo-dong","매여동",738
"739","2714012300","Gaksan-dong","각산동",739
"740","2714012400","Sinseo-dong","신서동",740
"741","2714012500","Dongnae-dong","동내동",741
"742","2714012600","Goejeon-dong","괴전동",742
"743","2714012700","Geumgang-dong","금강동",743
"744","2714012800","Daerim-dong","대림동",744
"745","2714012900","Sabok-dong","사복동",745
"746","2714013000","Sukcheon-dong","숙천동",746
"747","2714013100","Naegok-dong","내곡동",747
"748","2714013200","Neungseong-dong","능성동",748
"749","2714013300","Jinin-dong","진인동",749
"750","2714013400","Dohak-dong","도학동",750
"751","2714013500","Baegan-dong","백안동",751
"752","2714013600","Migok-dong","미곡동",752
"753","2714013700","Yongsu-dong","용수동",753
"754","2714013800","Sinmu-dong","신무동",754
"755","2714013900","Midae-dong","미대동",755
"756","2714014000","Nae-dong","내동",756
"757","2714014100","Sinyong-dong","신용동",757
"758","2714014200","Jungdae-dong","중대동",758
"759","2714014300","Songjeong-dong","송정동",759
"760","2714014400","Deokgok-dong","덕곡동",760
"761","2714014500","Jimyo-dong","지묘동",761
"762","2717010100","Naedang-dong","내당동",762
"763","2717010200","Bisan-dong","비산동",763
"764","2717010300","Pyeongni-dong","평리동",764
"765","2717010400","Sangni-dong","상리동",765
"766","2717010500","Jungni-dong","중리동",766
"767","2717010600","Ihyeon-dong","이현동",767
"768","2717010700","Wondae-dong 1(il)-ga","원대동1가",768
"769","2717010800","Wondae-dong 2(i)-ga","원대동2가",769
"770","2717010900","Wondae-dong 3(sam)-ga","원대동3가",770
"771","2720010100","Icheon-dong","이천동",771
"772","2720010200","Bongdeok-dong","봉덕동",772
"773","2720010300","Daemyeong-dong","대명동",773
"774","2723010100","Chilseong-dong 1(il)-ga","칠성동1가",774
"775","2723010200","Chilseong-dong 2(i)-ga","칠성동2가",775
"776","2723010300","Goseong-dong 1(il)-ga","고성동1가",776
"777","2723010400","Goseong-dong 2(i)-ga","고성동2가",777
"778","2723010500","Goseong-dong 3(sam)-ga","고성동3가",778
"779","2723010600","Chimsan-dong","침산동",779
"780","2723010700","Nowon-dong 1(il)-ga","노원동1가",780
"781","2723010800","Nowon-dong 2(i)-ga","노원동2가",781
"782","2723010900","Nowon-dong 3(sam)-ga","노원동3가",782
"783","2723011000","Daehyeon-dong","대현동",783
"784","2723011100","Sangyeok-dong","산격동",784
"785","2723011200","Bokhyeon-dong","복현동",785
"786","2723011300","Geomdan-dong","검단동",786
"787","2723011400","Dongbyeon-dong","동변동",787
"788","2723011500","Seobyeon-dong","서변동",788
"789","2723011600","Joya-dong","조야동",789
"790","2723011700","Nogok-dong","노곡동",790
"791","2723011800","Eumnae-dong","읍내동",791
"792","2723011900","Dongho-dong","동호동",792
"793","2723012000","Hakjeong-dong","학정동",793
"794","2723012100","Donam-dong","도남동",794
"795","2723012200","Gugu-dong","국우동",795
"796","2723012300","Guam-dong","구암동",796
"797","2723012400","Dongcheon-dong","동천동",797
"798","2723012500","Gwaneum-dong","관음동",798
"799","2723012600","Taejeon-dong","태전동",799
"800","2723012700","Maecheon-dong","매천동",800
"801","2723012800","Paldal-dong","팔달동",801
"802","2723012900","Geumho-dong","금호동",802
"803","2723013000","Sasu-dong","사수동",803
"804","2723013100","Yeongyeong-dong","연경동",804
"805","2726010100","Beomeo-dong","범어동",805
"806","2726010200","Manchon-dong","만촌동",806
"807","2726010300","Suseong-dong 1(il)-ga","수성동1가",807
"808","2726010400","Suseong-dong 2(i)-ga","수성동2가",808
"809","2726010500","Suseong-dong 3(sam)-ga","수성동3가",809
"810","2726010600","Suseong-dong 4(sa)-ga","수성동4가",810
"811","2726010700","Hwanggeum-dong","황금동",811
"812","2726010800","Jung-dong","중동",812
"813","2726010900","Sang-dong","상동",813
"814","2726011000","Pa-dong","파동",814
"815","2726011100","Dusan-dong","두산동",815
"816","2726011200","Jisan-dong","지산동",816
"817","2726011300","Beommul-dong","범물동",817
"818","2726011400","Siji-dong","시지동",818
"819","2726011500","Maeho-dong","매호동",819
"820","2726011600","Seong-dong","성동",820
"821","2726011700","Sawol-dong","사월동",821
"822","2726011800","Sinmae-dong","신매동",822
"823","2726011900","Uksu-dong","욱수동",823
"824","2726012000","Nobyeon-dong","노변동",824
"825","2726012200","Samdeok-dong","삼덕동",825
"826","2726012300","Yeonho-dong","연호동",826
"827","2726012400","Icheon-dong","이천동",827
"828","2726012500","Gomo-dong","고모동",828
"829","2726012600","Gacheon-dong","가천동",829
"830","2726012700","Daeheung-dong","대흥동",830
"831","2729010100","Seongdang-dong","성당동",831
"832","2729010200","Duryu-dong","두류동",832
"833","2729010400","Paho-dong","파호동",833
"834","2729010500","Horim-dong","호림동",834
"835","2729010600","Galsan-dong","갈산동",835
"836","2729010700","Sindang-dong","신당동",836
"837","2729010800","Igok-dong","이곡동",837
"838","2729010900","Jang-dong","장동",838
"839","2729011000","Janggi-dong","장기동",839
"840","2729011100","Yongsan-dong","용산동",840
"841","2729011200","Jukjeon-dong","죽전동",841
"842","2729011300","Gamsam-dong","감삼동",842
"843","2729011400","Bolli-dong","본리동",843
"844","2729011500","Sangin-dong","상인동",844
"845","2729011600","Dowon-dong","도원동",845
"846","2729011700","Jincheon-dong","진천동",846
"847","2729011800","Yucheon-dong","유천동",847
